customer_id,date,logins,feature_events,session_minutes
C100474,2024-06-15,3,0,31.31
C100474,2024-06-16,6,0,28.92
C100474,2024-06-17,1,0,0.0
C100474,2024-06-18,4,1,27.28
C100474,2024-06-19,5,3,24.65
C100474,2024-06-20,1,1,9.12
C100474,2024-06-21,2,2,23.66
C100474,2024-06-22,4,1,27.31
C100474,2024-06-23,1,0,7.74
C100474,2024-06-24,4,1,36.37
C100474,2024-06-25,6,2,31.84
C100474,2024-06-26,5,2,32.96
C100474,2024-06-27,4,1,34.79
C100474,2024-06-28,9,1,44.11
C100474,2024-06-29,2,0,25.6
C100474,2024-06-30,4,1,30.96
C100475,2024-01-01,11,6,32.49
C100475,2024-01-02,11,6,32.84
C100475,2024-01-03,10,0,43.01
C100475,2024-01-04,11,4,28.84
C100475,2024-01-05,12,5,20.91
C100475,2024-01-06,11,3,33.28
C100475,2024-01-07,12,4,41.54
C100475,2024-01-08,5,1,15.74
C100475,2024-01-09,8,3,33.84
C100475,2024-01-10,14,5,28.9
C100475,2024-01-11,8,4,24.46
C100475,2024-01-12,11,2,25.47
C100475,2024-01-13,6,3,24.52
C100475,2024-01-14,12,3,12.58
C100475,2024-01-15,11,5,35.42
C100475,2024-01-16,8,1,31.6
C100475,2024-01-17,7,4,28.53
C100475,2024-01-18,14,4,41.12
C100475,2024-01-19,7,3,40.47
C100475,2024-01-20,10,5,20.67
C100475,2024-01-21,16,7,19.77
C100475,2024-01-22,7,2,16.87
C100475,2024-01-23,14,5,41.35
C100475,2024-01-24,12,6,40.07
C100475,2024-01-25,15,5,37.41
C100475,2024-01-26,9,1,14.71
C100475,2024-01-27,14,5,28.72
C100475,2024-01-28,6,0,27.21
C100475,2024-01-29,16,6,36.99
C100475,2024-01-30,10,6,43.18
C100475,2024-01-31,15,5,32.99
C100475,2024-02-01,8,4,39.34
C100475,2024-02-02,5,2,27.36
C100475,2024-02-03,7,6,14.21
C100475,2024-02-04,21,4,33.33
C100475,2024-02-05,13,4,25.78
C100475,2024-02-06,9,4,16.29
C100475,2024-02-07,12,6,41.11
C100475,2024-02-08,14,6,30.06
C100475,2024-02-09,11,6,26.29
C100475,2024-02-10,10,5,34.64
C100475,2024-02-11,6,4,37.38
C100475,2024-02-12,8,4,27.69
C100475,2024-02-13,6,1,22.02
C100475,2024-02-14,8,2,30.1
C100475,2024-02-15,7,1,36.89
C100475,2024-02-16,10,4,38.8
C100475,2024-02-17,6,1,28.94
C100475,2024-02-18,9,3,18.73
C100475,2024-02-19,6,4,40.61
C100475,2024-02-20,7,2,19.46
C100475,2024-02-21,10,2,31.33
C100475,2024-02-22,12,2,32.08
C100475,2024-02-23,6,4,25.89
C100475,2024-02-24,10,5,29.07
C100475,2024-02-25,13,3,32.78
C100475,2024-02-26,9,5,43.37
C100475,2024-02-27,11,2,36.14
C100475,2024-02-28,12,3,38.54
C100475,2024-02-29,12,6,26.67
C100475,2024-03-01,14,4,14.24
C100475,2024-03-02,13,3,28.05
C100475,2024-03-03,14,4,34.06
C100475,2024-03-04,12,3,38.38
C100475,2024-03-05,9,4,36.57
C100475,2024-03-06,12,6,44.08
C100475,2024-03-07,10,3,15.86
C100475,2024-03-08,7,3,35.47
C100475,2024-03-09,9,2,34.97
C100475,2024-03-10,14,4,34.67
C100475,2024-03-11,9,2,30.57
C100475,2024-03-12,10,2,26.12
C100475,2024-03-13,9,3,39.18
C100475,2024-03-14,10,6,29.47
C100475,2024-03-15,16,9,43.87
C100475,2024-03-16,9,2,20.08
C100475,2024-03-17,8,0,27.33
C100475,2024-03-18,11,2,42.15
C100475,2024-03-19,11,4,47.08
C100475,2024-03-20,13,3,25.07
C100475,2024-03-21,12,3,43.59
C100475,2024-03-22,9,4,30.5
C100475,2024-03-23,10,4,22.92
C100475,2024-03-24,12,6,36.62
C100475,2024-03-25,15,6,25.63
C100475,2024-03-26,7,5,22.76
C100475,2024-03-27,10,4,28.22
C100475,2024-03-28,11,2,29.83
C100475,2024-03-29,12,3,29.2
C100475,2024-03-30,9,4,22.96
C100475,2024-03-31,12,4,38.24
C100475,2024-04-01,10,3,23.83
C100475,2024-04-02,9,3,26.66
C100475,2024-04-03,6,2,15.25
C100475,2024-04-04,8,4,25.52
C100475,2024-04-05,6,4,25.0
C100475,2024-04-06,9,4,20.19
C100475,2024-04-07,13,4,22.73
C100475,2024-04-08,3,1,30.08
C100475,2024-04-09,8,5,28.44
C100475,2024-04-10,8,1,20.18
C100475,2024-04-11,11,4,27.05
C100475,2024-04-12,14,4,35.22
C100475,2024-04-13,9,3,25.89
C100475,2024-04-14,8,4,30.61
C100475,2024-04-15,6,0,34.59
C100475,2024-04-16,7,2,28.42
C100475,2024-04-17,11,3,30.86
C100475,2024-04-18,11,8,33.87
C100475,2024-04-19,12,5,26.82
C100475,2024-04-20,13,7,23.23
C100475,2024-04-21,10,3,20.61
C100475,2024-04-22,11,5,35.82
C100475,2024-04-23,7,2,34.89
C100475,2024-04-24,11,4,31.24
C100475,2024-04-25,8,3,38.26
C100475,2024-04-26,4,2,38.96
C100475,2024-04-27,13,4,25.3
C100475,2024-04-28,8,5,30.42
C100475,2024-04-29,14,3,43.1
C100475,2024-04-30,11,2,23.71
C100475,2024-05-01,10,3,36.58
C100475,2024-05-02,9,5,28.73
C100475,2024-05-03,12,5,36.82
C100475,2024-05-04,15,9,40.32
C100475,2024-05-05,9,6,27.18
C100475,2024-05-06,8,4,12.93
C100475,2024-05-07,7,1,29.85
C100475,2024-05-08,5,1,29.59
C100475,2024-05-09,16,5,32.56
C100475,2024-05-10,8,4,18.17
C100475,2024-05-11,15,5,27.47
C100475,2024-05-12,16,8,27.76
C100475,2024-05-13,8,3,13.27
C100475,2024-05-14,11,3,30.83
C100475,2024-05-15,10,2,22.07
C100475,2024-05-16,9,3,19.78
C100475,2024-05-17,9,2,22.65
C100475,2024-05-18,14,4,37.99
C100475,2024-05-19,4,3,34.89
C100475,2024-05-20,9,3,35.88
C100475,2024-05-21,14,8,18.81
C100475,2024-05-22,11,4,32.19
C100475,2024-05-23,13,5,44.46
C100475,2024-05-24,5,1,30.72
C100475,2024-05-25,14,5,33.4
C100475,2024-05-26,10,6,22.85
C100475,2024-05-27,6,2,31.34
C100475,2024-05-28,7,5,13.62
C100475,2024-05-29,11,3,47.68
C100475,2024-05-30,9,3,24.01
C100475,2024-05-31,9,3,30.06
C100475,2024-06-01,9,2,37.26
C100475,2024-06-02,13,3,38.72
C100475,2024-06-03,12,1,31.68
C100475,2024-06-04,13,5,34.82
C100475,2024-06-05,6,2,34.19
C100475,2024-06-06,9,2,32.71
C100475,2024-06-07,5,1,25.97
C100475,2024-06-08,8,4,35.25
C100475,2024-06-09,7,4,27.07
C100475,2024-06-10,12,5,40.98
C100475,2024-06-11,4,1,21.97
C100475,2024-06-12,8,2,21.51
C100475,2024-06-13,7,2,18.16
C100475,2024-06-14,6,2,31.68
C100475,2024-06-15,10,3,24.71
C100475,2024-06-16,11,3,31.64
C100475,2024-06-17,6,3,29.37
C100475,2024-06-18,11,6,22.57
C100475,2024-06-19,7,3,24.39
C100475,2024-06-20,4,0,30.3
C100475,2024-06-21,11,4,45.07
C100475,2024-06-22,9,5,33.37
C100475,2024-06-23,8,1,43.63
C100475,2024-06-24,14,5,30.66
C100475,2024-06-25,8,3,29.39
C100475,2024-06-26,12,4,28.15
C100475,2024-06-27,12,2,21.52
C100475,2024-06-28,10,4,16.69
C100475,2024-06-29,8,4,32.73
C100475,2024-06-30,5,1,37.38
C100476,2024-01-01,0,0,0.0
C100476,2024-01-02,0,0,0.0
C100476,2024-01-03,0,0,0.0
C100476,2024-01-04,0,0,0.0
C100476,2024-01-05,0,0,0.0
C100476,2024-01-06,0,0,0.0
C100476,2024-01-07,0,0,0.0
C100476,2024-01-08,0,0,0.0
C100476,2024-01-09,0,0,0.0
C100476,2024-01-10,0,0,0.0
C100476,2024-01-11,0,0,0.0
C100476,2024-01-12,0,0,0.0
C100476,2024-01-13,0,0,0.0
C100476,2024-01-14,0,0,0.0
C100476,2024-01-15,0,0,0.0
C100476,2024-01-16,0,0,0.0
C100476,2024-01-17,0,0,0.0
C100476,2024-01-18,0,0,0.0
C100476,2024-01-19,0,0,0.0
C100476,2024-01-20,0,0,0.0
C100476,2024-01-21,0,0,0.0
C100476,2024-01-22,0,0,0.0
C100476,2024-01-23,0,0,0.0
C100476,2024-01-24,0,0,0.0
C100476,2024-01-25,0,0,0.0
C100476,2024-01-26,0,0,0.0
C100476,2024-01-27,0,0,0.0
C100476,2024-01-28,0,0,0.0
C100476,2024-01-29,0,0,0.0
C100476,2024-01-30,0,0,0.0
C100476,2024-01-31,0,0,0.0
C100476,2024-02-01,0,0,0.0
C100476,2024-02-02,0,0,0.0
C100476,2024-02-03,0,0,0.0
C100476,2024-02-04,0,0,0.0
C100476,2024-02-05,0,0,0.0
C100476,2024-02-06,0,0,0.0
C100476,2024-02-07,0,0,0.0
C100476,2024-02-08,0,0,0.0
C100476,2024-02-09,0,0,0.0
C100476,2024-02-10,0,0,0.0
C100476,2024-02-11,0,0,0.0
C100476,2024-02-12,0,0,0.0
C100476,2024-02-13,0,0,0.0
C100476,2024-02-14,0,0,0.0
C100476,2024-02-15,0,0,0.0
C100476,2024-02-16,0,0,0.0
C100476,2024-02-17,0,0,0.0
C100476,2024-02-18,0,0,0.0
C100476,2024-02-19,0,0,0.0
C100476,2024-02-20,0,0,0.0
C100476,2024-02-21,0,0,0.0
C100476,2024-02-22,0,0,0.0
C100476,2024-02-23,0,0,0.0
C100476,2024-02-24,0,0,0.0
C100476,2024-02-25,0,0,0.0
C100476,2024-02-26,0,0,0.0
C100476,2024-02-27,0,0,0.0
C100476,2024-02-28,0,0,0.0
C100476,2024-02-29,0,0,0.0
C100476,2024-03-01,0,0,0.0
C100476,2024-03-02,0,0,0.0
C100476,2024-03-03,0,0,0.0
C100476,2024-03-04,0,0,0.0
C100476,2024-03-05,0,0,0.0
C100476,2024-03-06,0,0,0.0
C100476,2024-03-07,0,0,0.0
C100476,2024-03-08,0,0,0.0
C100476,2024-03-09,0,0,0.0
C100476,2024-03-10,0,0,0.0
C100476,2024-03-11,0,0,0.0
C100476,2024-03-12,0,0,0.0
C100476,2024-03-13,0,0,0.0
C100476,2024-03-14,0,0,0.0
C100476,2024-03-15,0,0,0.0
C100476,2024-03-16,0,0,0.0
C100476,2024-03-17,0,0,0.0
C100476,2024-03-18,0,0,0.0
C100476,2024-03-19,0,0,0.0
C100476,2024-03-20,0,0,0.0
C100476,2024-03-21,0,0,0.0
C100476,2024-03-22,0,0,0.0
C100476,2024-03-23,0,0,0.0
C100476,2024-03-24,0,0,0.0
C100476,2024-03-25,0,0,0.0
C100476,2024-03-26,0,0,0.0
C100476,2024-03-27,0,0,0.0
C100476,2024-03-28,0,0,0.0
C100476,2024-03-29,5,1,35.9
C100476,2024-03-30,5,1,24.69
C100476,2024-03-31,3,1,36.63
C100476,2024-04-01,3,0,41.19
C100476,2024-04-02,2,0,17.06
C100476,2024-04-03,2,1,12.4
C100476,2024-04-04,5,1,41.15
C100476,2024-04-05,7,4,34.08
C100476,2024-04-06,5,3,32.8
C100476,2024-04-07,5,2,33.08
C100476,2024-04-08,2,0,15.38
C100476,2024-04-09,3,1,23.98
C100476,2024-04-10,3,0,37.86
C100476,2024-04-11,6,4,39.98
C100476,2024-04-12,2,0,26.89
C100476,2024-04-13,5,0,27.71
C100476,2024-04-14,2,0,13.39
C100476,2024-04-15,3,0,20.39
C100476,2024-04-16,2,2,26.48
C100476,2024-04-17,3,1,35.61
C100476,2024-04-18,2,0,27.92
C100476,2024-04-19,3,1,24.62
C100476,2024-04-20,2,1,42.32
C100476,2024-04-21,8,2,32.09
C100476,2024-04-22,4,1,35.15
C100476,2024-04-23,5,2,32.48
C100476,2024-04-24,7,2,6.5
C100476,2024-04-25,6,3,28.67
C100476,2024-04-26,4,4,26.69
C100476,2024-04-27,8,1,28.6
C100476,2024-04-28,6,0,36.77
C100476,2024-04-29,3,1,28.14
C100476,2024-04-30,9,4,33.65
C100476,2024-05-01,4,3,24.76
C100476,2024-05-02,5,1,27.19
C100476,2024-05-03,2,2,12.91
C100476,2024-05-04,6,2,33.71
C100476,2024-05-05,3,1,33.06
C100476,2024-05-06,3,0,45.8
C100476,2024-05-07,2,0,21.56
C100476,2024-05-08,5,2,45.65
C100476,2024-05-09,5,2,28.43
C100476,2024-05-10,1,0,25.07
C100476,2024-05-11,8,2,36.66
C100476,2024-05-12,4,1,24.33
C100476,2024-05-13,3,1,29.37
C100476,2024-05-14,2,0,22.63
C100476,2024-05-15,3,0,37.56
C100476,2024-05-16,4,1,28.93
C100476,2024-05-17,4,1,14.01
C100476,2024-05-18,3,0,29.22
C100476,2024-05-19,3,1,33.37
C100476,2024-05-20,8,2,44.51
C100476,2024-05-21,4,1,26.14
C100476,2024-05-22,4,3,26.47
C100476,2024-05-23,4,1,14.79
C100476,2024-05-24,6,0,38.38
C100476,2024-05-25,2,0,8.63
C100476,2024-05-26,4,1,37.14
C100476,2024-05-27,0,0,14.83
C100476,2024-05-28,3,1,31.68
C100476,2024-05-29,4,0,29.21
C100476,2024-05-30,4,3,30.38
C100476,2024-05-31,4,3,10.22
C100476,2024-06-01,5,2,28.68
C100476,2024-06-02,6,1,19.85
C100476,2024-06-03,3,2,36.43
C100476,2024-06-04,2,0,23.29
C100476,2024-06-05,3,1,23.28
C100476,2024-06-06,5,1,27.45
C100476,2024-06-07,6,2,32.23
C100476,2024-06-08,6,2,26.03
C100476,2024-06-09,3,2,14.97
C100476,2024-06-10,9,5,15.46
C100476,2024-06-11,6,4,18.8
C100476,2024-06-12,2,0,21.31
C100476,2024-06-13,5,1,24.87
C100476,2024-06-14,4,2,33.54
C100476,2024-06-15,5,1,14.83
C100476,2024-06-16,5,2,31.79
C100476,2024-06-17,3,1,15.19
C100476,2024-06-18,3,1,43.73
C100476,2024-06-19,2,0,19.64
C100476,2024-06-20,3,2,26.26
C100476,2024-06-21,3,0,26.46
C100476,2024-06-22,6,2,38.89
C100476,2024-06-23,0,0,8.63
C100476,2024-06-24,7,4,19.72
C100476,2024-06-25,6,3,30.12
C100476,2024-06-26,3,1,24.68
C100476,2024-06-27,3,2,34.58
C100476,2024-06-28,2,1,16.86
C100476,2024-06-29,4,1,25.48
C100476,2024-06-30,2,2,31.08
C100477,2024-01-01,0,0,15.84
C100477,2024-01-02,0,0,15.38
C100477,2024-01-03,1,0,21.6
C100477,2024-01-04,0,0,8.11
C100477,2024-01-05,1,0,8.39
C100477,2024-01-06,0,0,10.58
C100477,2024-01-07,2,1,18.21
C100477,2024-01-08,2,1,15.45
C100477,2024-01-09,0,0,9.59
C100477,2024-01-10,0,0,3.75
C100477,2024-01-11,0,0,15.81
C100477,2024-01-12,1,0,0.0
C100477,2024-01-13,0,0,10.86
C100477,2024-01-14,0,0,12.36
C100477,2024-01-15,2,0,13.92
C100477,2024-01-16,0,0,16.28
C100477,2024-01-17,0,0,0.0
C100477,2024-01-18,1,0,8.16
C100477,2024-01-19,2,0,15.68
C100477,2024-01-20,1,1,10.22
C100477,2024-01-21,0,0,18.75
C100477,2024-01-22,0,0,7.14
C100477,2024-01-23,0,0,22.71
C100477,2024-01-24,3,3,33.52
C100477,2024-01-25,1,0,0.0
C100477,2024-01-26,1,1,24.02
C100477,2024-01-27,0,0,25.52
C100477,2024-01-28,2,0,34.74
C100477,2024-01-29,0,0,10.04
C100477,2024-01-30,0,0,0.0
C100477,2024-01-31,1,1,16.12
C100477,2024-02-01,1,0,18.72
C100477,2024-02-02,1,1,10.63
C100477,2024-02-03,2,0,20.19
C100477,2024-02-04,2,0,19.36
C100477,2024-02-05,2,0,37.8
C100477,2024-02-06,0,0,14.03
C100477,2024-02-07,0,0,11.0
C100477,2024-02-08,2,1,24.17
C100477,2024-02-09,4,1,33.43
C100477,2024-02-10,1,0,16.84
C100477,2024-02-11,1,0,26.23
C100477,2024-02-12,0,0,11.96
C100477,2024-02-13,1,1,7.93
C100477,2024-02-14,3,1,17.85
C100477,2024-02-15,0,0,8.58
C100477,2024-02-16,0,0,4.05
C100477,2024-02-17,2,0,13.46
C100477,2024-02-18,1,0,17.3
C100477,2024-02-19,2,1,31.3
C100477,2024-02-20,1,0,6.93
C100477,2024-02-21,1,1,5.8
C100477,2024-02-22,0,0,7.58
C100477,2024-02-23,2,1,25.77
C100477,2024-02-24,1,1,0.0
C100477,2024-02-25,1,0,10.57
C100477,2024-02-26,0,0,0.0
C100477,2024-02-27,1,1,0.0
C100477,2024-02-28,1,1,6.47
C100477,2024-02-29,0,0,0.0
C100477,2024-03-01,0,0,4.26
C100477,2024-03-02,0,0,0.0
C100477,2024-03-03,0,0,4.23
C100477,2024-03-04,0,0,16.6
C100477,2024-03-05,1,0,16.01
C100477,2024-03-06,0,0,0.0
C100477,2024-03-07,1,0,0.0
C100477,2024-03-08,0,0,6.14
C100477,2024-03-09,0,0,0.0
C100477,2024-03-10,0,0,13.07
C100477,2024-03-11,1,0,0.1
C100477,2024-03-12,2,0,11.2
C100477,2024-03-13,3,0,29.04
C100477,2024-03-14,1,0,14.18
C100477,2024-03-15,1,1,0.0
C100477,2024-03-16,1,0,20.48
C100477,2024-03-17,1,0,5.52
C100477,2024-03-18,1,0,15.19
C100477,2024-03-19,1,1,0.0
C100477,2024-03-20,0,0,9.18
C100477,2024-03-21,3,1,33.31
C100477,2024-03-22,1,1,0.0
C100477,2024-03-23,1,0,7.29
C100477,2024-03-24,0,0,21.28
C100477,2024-03-25,0,0,6.22
C100477,2024-03-26,0,0,7.92
C100477,2024-03-27,1,0,6.36
C100477,2024-03-28,1,0,3.4
C100477,2024-03-29,2,1,22.88
C100477,2024-03-30,0,0,17.03
C100477,2024-03-31,1,1,21.43
C100477,2024-04-01,0,0,21.91
C100477,2024-04-02,1,0,8.46
C100477,2024-04-03,1,1,19.52
C100477,2024-04-04,1,0,0.0
C100477,2024-04-05,0,0,2.07
C100477,2024-04-06,0,0,5.27
C100477,2024-04-07,0,0,6.92
C100477,2024-04-08,1,1,4.95
C100477,2024-04-09,3,1,34.68
C100477,2024-04-10,0,0,3.12
C100477,2024-04-11,1,0,3.95
C100477,2024-04-12,1,0,1.96
C100477,2024-04-13,1,0,8.34
C100477,2024-04-14,0,0,7.53
C100477,2024-04-15,0,0,18.88
C100477,2024-04-16,2,0,15.36
C100477,2024-04-17,2,1,27.42
C100477,2024-04-18,0,0,6.49
C100477,2024-04-19,1,0,6.76
C100477,2024-04-20,1,0,5.87
C100477,2024-04-21,0,0,9.55
C100477,2024-04-22,0,0,14.88
C100477,2024-04-23,1,1,10.79
C100477,2024-04-24,2,1,21.77
C100477,2024-04-25,4,0,24.03
C100477,2024-04-26,0,0,0.0
C100477,2024-04-27,2,1,20.86
C100477,2024-04-28,0,0,13.08
C100477,2024-04-29,1,1,15.77
C100477,2024-04-30,0,0,18.61
C100477,2024-05-01,0,0,1.67
C100477,2024-05-02,0,0,11.53
C100477,2024-05-03,1,0,11.3
C100477,2024-05-04,1,0,1.75
C100477,2024-05-05,2,0,21.73
C100477,2024-05-06,1,0,0.0
C100477,2024-05-07,1,0,19.56
C100477,2024-05-08,0,0,0.0
C100477,2024-05-09,0,0,18.58
C100477,2024-05-10,1,0,3.8
C100477,2024-05-11,1,0,17.63
C100477,2024-05-12,1,0,0.0
C100477,2024-05-13,0,0,7.95
C100477,2024-05-14,0,0,9.16
C100477,2024-05-15,0,0,0.93
C100477,2024-05-16,2,0,22.36
C100477,2024-05-17,2,0,13.72
C100477,2024-05-18,1,0,2.71
C100477,2024-05-19,0,0,1.04
C100477,2024-05-20,0,0,8.95
C100477,2024-05-21,1,1,10.71
C100477,2024-05-22,1,0,15.98
C100477,2024-05-23,2,0,22.65
C100477,2024-05-24,1,1,4.26
C100477,2024-05-25,0,0,12.44
C100477,2024-05-26,2,0,24.32
C100477,2024-05-27,1,0,17.39
C100477,2024-05-28,2,0,24.78
C100477,2024-05-29,2,0,14.65
C100477,2024-05-30,1,0,22.49
C100477,2024-05-31,2,0,26.51
C100477,2024-06-01,2,1,23.6
C100477,2024-06-02,0,0,0.0
C100477,2024-06-03,0,0,6.2
C100477,2024-06-04,2,0,10.87
C100477,2024-06-05,0,0,12.57
C100477,2024-06-06,0,0,22.28
C100477,2024-06-07,0,0,27.19
C100477,2024-06-08,0,0,14.99
C100477,2024-06-09,1,1,0.0
C100477,2024-06-10,0,0,13.62
C100477,2024-06-11,0,0,0.0
C100477,2024-06-12,1,0,25.54
C100477,2024-06-13,1,0,0.0
C100477,2024-06-14,0,0,15.17
C100477,2024-06-15,0,0,4.37
C100477,2024-06-16,1,0,11.74
C100477,2024-06-17,0,0,12.0
C100477,2024-06-18,2,0,31.87
C100477,2024-06-19,1,0,12.76
C100477,2024-06-20,1,1,5.4
C100477,2024-06-21,4,1,23.66
C100477,2024-06-22,1,0,10.77
C100477,2024-06-23,0,0,18.08
C100477,2024-06-24,1,1,11.86
C100477,2024-06-25,1,0,0.0
C100477,2024-06-26,3,1,15.02
C100477,2024-06-27,0,0,0.0
C100477,2024-06-28,1,1,15.28
C100477,2024-06-29,1,1,9.14
C100477,2024-06-30,0,0,2.73
C100478,2024-01-01,3,2,22.3
C100478,2024-01-02,3,2,18.21
C100478,2024-01-03,1,0,16.51
C100478,2024-01-04,6,2,30.28
C100478,2024-01-05,6,2,36.75
C100478,2024-01-06,2,0,23.97
C100478,2024-01-07,6,2,33.24
C100478,2024-01-08,2,0,21.23
C100478,2024-01-09,7,1,38.82
C100478,2024-01-10,5,2,49.0
C100478,2024-01-11,5,2,31.72
C100478,2024-01-12,0,0,18.23
C100478,2024-01-13,3,1,25.44
C100478,2024-01-14,4,2,31.32
C100478,2024-01-15,8,3,30.82
C100478,2024-01-16,4,0,37.89
C100478,2024-01-17,6,2,32.69
C100478,2024-01-18,1,0,4.45
C100478,2024-01-19,5,1,28.24
C100478,2024-01-20,5,2,19.71
C100478,2024-01-21,0,0,5.16
C100478,2024-01-22,9,2,18.08
C100478,2024-01-23,2,2,10.01
C100478,2024-01-24,4,3,24.68
C100478,2024-01-25,1,0,4.05
C100478,2024-01-26,5,2,44.9
C100478,2024-01-27,5,1,16.83
C100478,2024-01-28,5,2,45.0
C100478,2024-01-29,3,2,26.4
C100478,2024-01-30,4,2,30.11
C100478,2024-01-31,4,1,39.21
C100478,2024-02-01,3,1,24.26
C100478,2024-02-02,11,6,22.42
C100478,2024-02-03,4,3,25.68
C100478,2024-02-04,6,2,28.46
C100478,2024-02-05,3,0,27.91
C100478,2024-02-06,4,0,29.15
C100478,2024-02-07,6,1,20.53
C100478,2024-02-08,5,3,40.75
C100478,2024-02-09,3,2,23.95
C100478,2024-02-10,7,2,25.59
C100478,2024-02-11,5,3,28.87
C100478,2024-02-12,4,1,39.12
C100478,2024-02-13,3,1,27.34
C100478,2024-02-14,1,1,6.65
C100478,2024-02-15,1,0,9.06
C100478,2024-02-16,2,1,35.3
C100478,2024-02-17,4,2,44.28
C100478,2024-02-18,2,1,17.69
C100478,2024-02-19,3,0,28.58
C100478,2024-02-20,5,4,42.34
C100478,2024-02-21,4,1,19.2
C100478,2024-02-22,6,2,15.5
C100478,2024-02-23,0,0,23.37
C100478,2024-02-24,3,2,33.26
C100478,2024-02-25,3,1,46.28
C100478,2024-02-26,1,0,2.02
C100478,2024-02-27,2,0,14.26
C100478,2024-02-28,5,1,14.61
C100478,2024-02-29,3,0,27.61
C100478,2024-03-01,6,0,19.14
C100478,2024-03-02,2,2,28.74
C100478,2024-03-03,6,3,27.83
C100478,2024-03-04,5,1,14.36
C100478,2024-03-05,7,6,26.16
C100478,2024-03-06,2,2,18.32
C100478,2024-03-07,1,0,0.0
C100478,2024-03-08,6,2,30.95
C100478,2024-03-09,5,1,32.54
C100478,2024-03-10,8,3,34.52
C100478,2024-03-11,2,1,22.92
C100478,2024-03-12,3,1,30.38
C100478,2024-03-13,5,1,36.12
C100478,2024-03-14,6,2,17.33
C100478,2024-03-15,1,0,0.0
C100478,2024-03-16,6,3,37.1
C100478,2024-03-17,4,1,37.94
C100478,2024-03-18,4,1,37.18
C100478,2024-03-19,7,2,20.43
C100478,2024-03-20,1,0,0.0
C100478,2024-03-21,4,2,29.57
C100478,2024-03-22,2,1,32.55
C100478,2024-03-23,2,0,18.73
C100478,2024-03-24,3,2,23.08
C100478,2024-03-25,4,2,19.6
C100478,2024-03-26,7,2,28.73
C100478,2024-03-27,4,2,34.96
C100478,2024-03-28,3,1,25.64
C100478,2024-03-29,1,1,14.03
C100478,2024-03-30,8,5,39.85
C100478,2024-03-31,4,2,18.87
C100478,2024-04-01,4,0,21.56
C100478,2024-04-02,4,2,34.38
C100478,2024-04-03,4,1,23.91
C100478,2024-04-04,4,2,15.37
C100478,2024-04-05,1,0,11.66
C100478,2024-04-06,2,1,19.46
C100478,2024-04-07,5,1,31.92
C100478,2024-04-08,2,2,28.91
C100478,2024-04-09,4,2,26.43
C100478,2024-04-10,3,0,26.16
C100478,2024-04-11,9,2,19.32
C100478,2024-04-12,3,1,26.6
C100478,2024-04-13,7,3,28.16
C100478,2024-04-14,2,1,21.61
C100478,2024-04-15,4,0,23.7
C100478,2024-04-16,4,1,23.63
C100478,2024-04-17,3,2,23.43
C100478,2024-04-18,2,1,24.88
C100478,2024-04-19,2,0,14.97
C100478,2024-04-20,5,0,25.47
C100478,2024-04-21,4,0,39.71
C100478,2024-04-22,3,2,32.35
C100478,2024-04-23,2,0,11.59
C100478,2024-04-24,7,4,16.94
C100478,2024-04-25,6,3,37.19
C100478,2024-04-26,0,0,14.55
C100478,2024-04-27,4,2,24.82
C100478,2024-04-28,6,2,30.55
C100478,2024-04-29,6,3,23.46
C100478,2024-04-30,4,1,30.87
C100478,2024-05-01,3,2,21.91
C100478,2024-05-02,1,0,23.04
C100478,2024-05-03,4,2,33.52
C100478,2024-05-04,6,1,33.9
C100478,2024-05-05,5,1,14.76
C100478,2024-05-06,2,1,17.38
C100478,2024-05-07,5,2,22.73
C100478,2024-05-08,8,3,30.14
C100478,2024-05-09,5,2,28.07
C100478,2024-05-10,2,1,25.51
C100478,2024-05-11,1,1,11.31
C100478,2024-05-12,4,2,22.44
C100478,2024-05-13,2,2,2.43
C100478,2024-05-14,5,1,33.29
C100478,2024-05-15,3,1,24.53
C100478,2024-05-16,3,1,28.37
C100478,2024-05-17,4,1,45.29
C100478,2024-05-18,5,2,20.84
C100478,2024-05-19,4,1,26.91
C100478,2024-05-20,3,1,34.73
C100478,2024-05-21,2,1,19.06
C100478,2024-05-22,6,3,32.54
C100478,2024-05-23,2,0,23.26
C100478,2024-05-24,2,0,10.03
C100478,2024-05-25,3,0,31.44
C100478,2024-05-26,6,3,23.41
C100478,2024-05-27,5,1,28.12
C100478,2024-05-28,2,2,15.81
C100478,2024-05-29,4,3,22.32
C100478,2024-05-30,4,2,29.9
C100478,2024-05-31,3,1,33.23
C100478,2024-06-01,5,2,29.01
C100478,2024-06-02,1,1,14.6
C100478,2024-06-03,5,2,37.93
C100478,2024-06-04,1,0,9.02
C100478,2024-06-05,6,1,47.89
C100478,2024-06-06,4,1,26.78
C100478,2024-06-07,7,3,30.33
C100478,2024-06-08,3,3,38.32
C100478,2024-06-09,4,1,37.79
C100478,2024-06-10,1,0,3.25
C100478,2024-06-11,4,2,22.23
C100478,2024-06-12,4,3,28.71
C100478,2024-06-13,8,1,29.96
C100478,2024-06-14,6,5,32.29
C100478,2024-06-15,4,3,25.38
C100478,2024-06-16,3,1,32.74
C100478,2024-06-17,1,0,2.69
C100478,2024-06-18,5,2,28.37
C100478,2024-06-19,7,4,41.33
C100478,2024-06-20,3,0,26.03
C100478,2024-06-21,5,2,33.85
