customer_id,company_name,country,region,is_eu,industry,company_size_bucket,annual_contract_value,product_tier,sales_segment,acquisition_channel,contract_start_date,contract_end_date,renewed_flag,discount_pct,initial_onboarding_score,is_churned,total_logins,avg_daily_logins,active_days,total_feature_events,avg_feature_events,total_session_minutes,avg_session_minutes,q1q2_logins,q1q2_session_minutes,q3q4_logins,q3q4_session_minutes,tickets_product_performance,tickets_product_usability,tickets_billing_admin,tickets_sales_expectation,total_tickets,avg_sentiment,avg_first_response_hours,avg_resolution_hours,resolved_tickets
C100580,Company_580,Germany,Europe,1,Retail,1000+,307845.28,Enterprise,Enterprise,Outbound,2023-09-28,2024-09-28,0,0.12,6.4,0,2487.0,7.401785714285714,336,838.0,2.494047619047619,7154.016572573251,21.291715989801343,1862,5250.58,625.0,1903.4365725732516,1.0,1.0,0.0,1.0,3.0,-0.1,1.6266666666666667,17.363333333333333,3.0
C100581,Company_581,France,Europe,1,Logistics,51-200,19833.14,Growth,MidMarket,SelfServe,2023-05-13,,1,0.07,7.6,0,1408.0,4.190476190476191,336,488.0,1.4523809523809523,9054.681936606736,26.948458144662904,771,4967.59,637.0,4087.091936606736,2.0,0.0,0.0,0.0,2.0,0.0099999999999999,12.9,16.0,2.0
C100582,Company_582,US,North America,0,Wholesale,51-200,27555.84,Growth,MidMarket,Outbound,2023-12-20,2024-12-20,0,0.32,5.6,0,1419.0,3.877049180327869,366,528.0,1.4426229508196722,9446.723954298372,25.810721186607577,729,4857.84,690.0,4588.883954298372,1.0,0.0,0.0,1.0,2.0,-0.775,6.205,14.165,2.0
C100583,Company_583,Australia,North America,0,Manufacturing,Nov-50,5608.24,Growth,SMB_Field,SelfServe,2023-09-03,2024-09-03,0,0.22,6.6,0,1001.0,2.7349726775956285,366,350.0,0.9562841530054644,6570.136407713536,17.951192370802012,752,4895.5,249.0,1674.6364077135363,1.0,1.0,1.0,0.0,3.0,0.04,6.486666666666667,14.386666666666668,3.0
C100584,Company_584,Germany,Europe,1,Wholesale,10-Jan,1772.31,Starter,SMB_Field,Outbound,2023-09-07,,1,0.15,4.9,0,332.0,0.988095238095238,336,125.0,0.3720238095238095,4625.341078383311,13.765896066616996,175,2525.7,157.0,2099.6410783833107,1.0,1.0,0.0,0.0,2.0,-0.045,2.25,5.41,2.0
C100585,Company_585,UK,Europe,1,Hospitality,51-200,27848.6,Enterprise,MidMarket,Inbound,2024-02-07,2025-02-07,0,0.28,5.7,0,2970.0,8.839285714285714,336,1097.0,3.264880952380953,9051.15536963261,26.937962409620862,1491,4423.5,1479.0,4627.65536963261,1.0,1.0,1.0,1.0,4.0,0.1,1.405,17.7025,4.0
C100586,Company_586,US,North America,0,Manufacturing,201-1000,81096.62,Growth,Enterprise,Outbound,2023-01-05,2024-01-06,0,0.12,3.9,1,18.0,0.0491803278688524,366,6.0,0.0163934426229508,188.77,0.5157650273224044,18,188.77,0.0,0.0,0.0,2.0,0.0,1.0,3.0,0.1366666666666666,3.7166666666666663,13.363333333333337,2.0
C100587,Company_587,UK,Europe,1,Ecommerce,Nov-50,8468.8,Enterprise,SMB_Field,Partner,2024-01-14,2025-01-14,0,0.18,4.7,0,3150.0,9.375,336,1120.0,3.3333333333333335,9405.826613378958,27.993531587437374,1628,5071.6,1522.0,4334.226613378958,1.0,2.0,1.0,1.0,5.0,-0.198,0.8400000000000001,13.124,5.0
C100588,Company_588,Germany,Europe,1,Professional Services,201-1000,84252.41,Growth,Enterprise,Outbound,2024-02-24,2025-02-24,0,0.21,5.6,0,1211.0,3.6041666666666665,336,406.0,1.2083333333333333,7657.774474757111,22.79099546058664,559,3473.3,652.0,4184.474474757112,1.0,1.0,0.0,2.0,4.0,-0.09,5.8925,12.075,4.0
C100589,Company_589,Germany,Europe,1,Unknown,10-Jan,2276.19,Growth,SMB_Inside,SelfServe,2024-02-07,2024-05-08,0,0.13,4.8,1,364.0,1.0833333333333333,336,145.0,0.431547619047619,2507.84,7.463809523809524,364,2507.84,0.0,0.0,0.0,1.0,4.0,0.0,5.0,-0.2279999999999999,3.3019999999999996,9.632,4.0
C100590,Company_590,Canada,North America,0,Unknown,10-Jan,2872.25,Enterprise,SMB_Field,Inbound,2023-04-30,2023-07-30,0,0.3,4.7,1,0.0,0.0,366,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.17,0.51,20.82,1.0
C100591,Company_591,Australia,North America,0,Professional Services,Nov-50,3776.44,Starter,SMB_Field,Partner,2023-10-16,2024-10-16,0,0.4,7.4,0,270.0,0.7377049180327869,366,113.0,0.3087431693989071,3906.755111729785,10.674194294343677,178,2471.14,92.0,1435.615111729785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C100592,Company_592,Australia,North America,0,Professional Services,10-Jan,2377.29,Growth,SMB_Inside,SelfServe,2023-07-31,2023-10-30,0,0.15,6.3,1,0.0,0.0,366,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,-0.0066666666666666,1.1666666666666667,4.0633333333333335,2.0
C100593,Company_593,Spain,Europe,1,Unknown,201-1000,104826.48,Growth,Enterprise,Partner,2023-09-08,2024-09-08,0,0.05,5.6,0,974.0,2.8988095238095237,336,357.0,1.0625,6562.14433393087,19.53019147003235,744,4991.54,230.0,1570.6043339308694,0.0,1.0,1.0,2.0,4.0,-0.125,4.7275,10.3175,4.0
C100594,Company_594,Australia,North America,0,Hospitality,10-Jan,2460.83,Starter,SMB_Field,Inbound,2023-04-24,2023-10-24,0,0.27,7.8,1,0.0,0.0,366,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C100595,Company_595,Germany,Europe,1,Logistics,51-200,22385.18,Enterprise,MidMarket,Outbound,2023-09-01,2024-09-01,0,0.11,7.5,0,2405.0,7.157738095238095,336,847.0,2.5208333333333335,7354.483187752217,21.88834282069112,1796,5549.82,609.0,1804.6631877522177,1.0,0.0,2.0,1.0,4.0,-0.1775,1.2575,4.5600000000000005,4.0
C100596,Company_596,Australia,North America,0,Unknown,10-Jan,1684.95,Starter,SMB_Inside,SelfServe,2023-08-21,,1,0.1,5.1,0,345.0,0.9426229508196722,366,137.0,0.3743169398907104,4805.4325356511845,13.129597091943127,186,2307.26,159.0,2498.1725356511843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C100597,Company_597,Germany,Europe,1,Retail,10-Jan,1658.76,Starter,SMB_Inside,Inbound,2023-05-15,,1,0.3,5.6,0,337.0,1.0029761904761905,336,128.0,0.3809523809523809,4435.368061226589,13.20050018222199,174,2280.81,163.0,2154.5580612265894,1.0,0.0,0.0,0.0,1.0,-0.31,5.45,20.26,1.0
C100598,Company_598,UK,Europe,1,Unknown,51-200,29332.7,Enterprise,MidMarket,SelfServe,2023-12-21,,1,0.08,7.6,0,3433.0,10.217261904761903,336,1178.0,3.505952380952381,10058.547129085066,29.93615216989603,1869,5568.84,1564.0,4489.707129085065,0.0,2.0,1.0,0.0,3.0,0.0266666666666666,0.7366666666666667,8.576666666666666,3.0
C100599,Company_599,Canada,North America,0,Unknown,10-Jan,1953.51,Starter,SMB_Inside,Partner,2023-04-25,,1,0.03,7.3,0,367.0,1.0027322404371584,366,120.0,0.3278688524590163,4901.396711136178,13.391794292721798,175,2409.41,192.0,2491.9867111361777,1.0,0.0,0.0,0.0,1.0,0.26,1.26,25.66,1.0
C100600,Company_600,Canada,North America,0,Unknown,10-Jan,2806.2,Starter,SMB_Field,Partner,2024-03-12,,1,0.15,5.7,0,310.0,0.8469945355191257,366,97.0,0.2650273224043716,4221.94643285484,11.53537276736295,112,1615.86,198.0,2606.0864328548405,1.0,0.0,0.0,0.0,1.0,-0.56,2.33,7.27,1.0
C100601,Company_601,Spain,Europe,1,Wholesale,Nov-50,7030.5,Enterprise,SMB_Inside,Outbound,2023-12-07,,1,0.23,8.7,0,3449.0,10.264880952380953,336,1240.0,3.6904761904761902,9856.09644317314,29.33362036658673,1946,5421.02,1503.0,4435.076443173141,2.0,0.0,0.0,0.0,2.0,-0.145,0.86,10.485,2.0
C100602,Company_602,Germany,Europe,1,Wholesale,10-Jan,1906.74,Starter,SMB_Inside,SelfServe,2024-02-04,,1,0.19,8.3,0,295.0,0.8779761904761905,336,107.0,0.3184523809523809,4119.1023565834685,12.259233204117466,143,1973.02,152.0,2146.082356583468,1.0,0.0,0.0,1.0,2.0,0.15,2.855,9.395,2.0
C100603,Company_603,Netherlands,Europe,1,Wholesale,10-Jan,1341.52,Starter,SMB_Inside,Partner,2023-08-30,,1,0.34,6.2,0,318.0,0.9464285714285714,336,117.0,0.3482142857142857,4474.194281607062,13.316054409544828,182,2469.67,136.0,2004.524281607062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C100604,Company_604,Netherlands,Europe,1,Hospitality,Nov-50,8366.94,Starter,SMB_Inside,Partner,2023-08-26,2024-08-26,0,0.1,7.5,0,221.0,0.6577380952380952,336,81.0,0.2410714285714285,2969.21828479061,8.836959180924435,168,2329.85,53.0,639.3682847906103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C100605,Company_605,France,Europe,1,Unknown,Nov-50,7083.33,Growth,SMB_Inside,Outbound,2023-06-19,,1,0.01,7.1,0,1315.0,3.913690476190476,336,429.0,1.2767857142857142,8590.791864280032,25.567832929404855,761,4832.63,554.0,3758.161864280032,1.0,0.0,1.0,0.0,2.0,0.0049999999999999,2.495,10.09,1.0
C100606,Company_606,US,North America,0,Logistics,10-Jan,1331.97,Starter,SMB_Field,SelfServe,2023-09-09,,1,0.05,2.9,0,378.0,1.0327868852459017,366,133.0,0.3633879781420765,5188.275800188369,14.175616940405382,181,2592.22,197.0,2596.0558001883696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C100607,Company_607,Netherlands,Europe,1,Unknown,10-Jan,2425.51,Starter,SMB_Field,SelfServe,2023-09-14,2023-12-14,0,0.01,7.8,1,0.0,0.0,336,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,-0.03,5.94,6.5,1.0
C100608,Company_608,Germany,Europe,1,Retail,10-Jan,1619.46,Starter,SMB_Inside,Inbound,2024-03-05,2025-03-06,0,0.29,5.2,0,281.0,0.8363095238095238,336,89.0,0.2648809523809524,4020.834062593314,11.96676804343248,110,1730.56,171.0,2290.274062593314,1.0,2.0,0.0,0.0,3.0,-0.2733333333333334,4.566666666666666,20.09,3.0
C100609,Company_609,Germany,Europe,1,Retail,Nov-50,5309.82,Growth,SMB_Field,SelfServe,2023-04-07,,1,0.33,7.3,0,1325.0,3.943452380952381,336,467.0,1.3898809523809523,9264.212868108518,27.572062107465825,698,4945.95,627.0,4318.262868108517,0.0,0.0,1.0,2.0,3.0,0.1666666666666666,9.9,15.14,3.0
C100610,Company_610,Netherlands,Europe,1,Unknown,10-Jan,1170.4,Starter,SMB_Field,SelfServe,2024-03-18,2024-09-17,0,0.21,7.3,0,179.0,0.5327380952380952,336,66.0,0.1964285714285714,2351.3132147834226,6.997955996379234,123,1537.27,56.0,814.0432147834229,0.0,0.0,1.0,1.0,2.0,0.045,5.914999999999999,6.895,2.0
C100611,Company_611,Canada,North America,0,Unknown,51-200,36958.5,Growth,MidMarket,SelfServe,2023-03-02,,1,0.3,7.1,0,1514.0,4.136612021857924,366,515.0,1.407103825136612,9842.88535965506,26.893129397964643,742,4796.24,772.0,5046.645359655059,0.0,1.0,1.0,0.0,2.0,0.15,1.67,8.47,2.0
C100612,Company_612,US,North America,0,Retail,10-Jan,2466.66,Starter,SMB_Inside,SelfServe,2023-09-03,,1,0.13,7.6,0,382.0,1.0437158469945356,366,143.0,0.3907103825136612,5057.5640518025475,13.818481015853957,196,2585.25,186.0,2472.3140518025475,0.0,0.0,1.0,0.0,1.0,-0.5,3.33,45.45,1.0
C100613,Company_613,Australia,North America,0,Wholesale,Nov-50,8556.9,Growth,SMB_Inside,Partner,2023-11-28,2024-11-28,0,0.32,4.6,0,1319.0,3.6038251366120218,366,447.0,1.221311475409836,8881.438221594612,24.266224649165604,695,4685.26,624.0,4196.178221594611,1.0,0.0,1.0,0.0,2.0,-0.0049999999999999,3.745,37.45,2.0
C100614,Company_614,Germany,Europe,1,Healthcare,51-200,26711.43,Enterprise,MidMarket,Partner,2023-09-02,2024-09-02,0,0.14,6.5,0,2442.0,7.267857142857143,336,849.0,2.5267857142857144,7189.175985910272,21.396357100923428,1855,5322.51,587.0,1866.6659859102724,1.0,2.0,1.0,2.0,6.0,-0.21,2.4133333333333336,16.55,6.0
C100615,Company_615,France,Europe,1,Logistics,51-200,20059.87,Enterprise,MidMarket,Partner,2023-08-20,2024-08-20,0,0.27,6.8,0,2393.0,7.122023809523809,336,836.0,2.488095238095238,6879.777310622143,20.47552771018495,1872,5429.25,521.0,1450.527310622143,0.0,2.0,0.0,1.0,3.0,-0.2366666666666666,2.2933333333333334,19.063333333333333,2.0
C100616,Company_616,Australia,North America,0,Wholesale,201-1000,114750.7,Starter,Enterprise,Partner,2023-01-14,,1,0.24,7.5,0,386.0,1.0546448087431697,366,146.0,0.3989071038251366,5219.302145152081,14.26038837473246,204,2566.73,182.0,2652.5721451520803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C100617,Company_617,Canada,North America,0,Logistics,10-Jan,1573.73,Starter,SMB_Field,SelfServe,2023-02-10,2023-05-12,0,0.29,6.4,1,0.0,0.0,366,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C100618,Company_618,UK,Europe,1,Manufacturing,10-Jan,2525.6,Starter,SMB_Inside,Partner,2023-11-07,2024-11-07,0,0.43,6.5,0,269.0,0.8005952380952381,336,101.0,0.3005952380952381,3613.994371061904,10.755935628160428,177,2325.79,92.0,1288.2043710619034,0.0,0.0,0.0,1.0,1.0,0.09,9.25,11.42,1.0
C100619,Company_619,Germany,Europe,1,Manufacturing,10-Jan,2505.62,Starter,SMB_Inside,Partner,2023-10-09,2024-04-09,0,0.16,7.6,1,94.0,0.2797619047619047,336,30.0,0.0892857142857142,1426.98,4.246964285714286,94,1426.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C100620,Company_620,Australia,North America,0,Logistics,Nov-50,4631.37,Starter,SMB_Inside,Outbound,2023-11-10,2024-11-10,0,0.27,3.9,0,351.0,0.9590163934426228,366,113.0,0.3087431693989071,4648.342569107748,12.70038953308128,197,2714.31,154.0,1934.032569107748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C100621,Company_621,France,Europe,1,Professional Services,10-Jan,1578.39,Starter,SMB_Field,Inbound,2023-06-15,,1,0.28,7.8,0,326.0,0.9702380952380952,336,113.0,0.3363095238095238,4513.590296918538,13.433304455114698,169,2307.88,157.0,2205.7102969185385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C100622,Company_622,Germany,Europe,1,Unknown,Nov-50,9490.45,Starter,SMB_Inside,Outbound,2023-04-30,,1,0.02,6.9,0,325.0,0.9672619047619048,336,102.0,0.3035714285714285,4593.058738295844,13.669817673499535,173,2547.77,152.0,2045.288738295844,0.0,0.0,1.0,1.0,2.0,-0.0099999999999999,19.59,22.66,2.0
C100623,Company_623,US,North America,0,Professional Services,Nov-50,5884.66,Starter,SMB_Inside,Outbound,2023-02-04,,1,0.12,6.5,0,350.0,0.9562841530054644,366,117.0,0.319672131147541,4560.144023335981,12.459409899825085,171,2302.05,179.0,2258.0940233359806,0.0,1.0,0.0,0.0,1.0,-0.15,0.52,5.25,1.0
C100624,Company_624,Canada,North America,0,Ecommerce,51-200,26377.08,Enterprise,MidMarket,Outbound,2023-06-24,,1,0.5,7.9,0,3605.0,9.849726775956285,366,1275.0,3.4836065573770494,11044.32514989451,30.17575177566806,1808,5465.62,1797.0,5578.70514989451,2.0,1.0,0.0,3.0,6.0,0.0116666666666666,1.5883333333333332,7.716666666666666,5.0
C100625,Company_625,Netherlands,Europe,1,Wholesale,10-Jan,1586.31,Starter,SMB_Field,Inbound,2024-01-31,,1,0.11,5.9,0,307.0,0.9136904761904762,336,107.0,0.3184523809523809,4334.119785376961,12.899166027907622,142,2163.4500000000003,165.0,2170.6697853769606,0.0,0.0,1.0,0.0,1.0,-0.52,2.77,4.17,1.0
C100626,Company_626,US,North America,0,Ecommerce,201-1000,95486.31,Enterprise,Enterprise,Inbound,2023-08-02,2024-08-02,0,0.11,5.7,0,2235.0,6.10655737704918,366,799.0,2.1830601092896176,6399.514328250082,17.485011825819896,1946,5489.35,289.0,910.1643282500822,1.0,0.0,0.0,0.0,1.0,0.19,0.33,2.05,1.0
C100627,Company_627,UK,Europe,1,Manufacturing,51-200,17755.02,Enterprise,MidMarket,Inbound,2023-02-13,,1,0.25,7.7,0,3392.0,10.095238095238097,336,1195.0,3.556547619047619,9856.207737731576,29.333951600391597,1832,5328.18,1560.0,4528.027737731576,2.0,0.0,1.0,0.0,3.0,-0.48,3.283333333333333,13.346666666666666,3.0
C100628,Company_628,Netherlands,Europe,1,Logistics,201-1000,71251.46,Enterprise,Enterprise,SelfServe,2023-06-01,,1,0.3,6.4,0,3416.0,10.166666666666666,336,1193.0,3.550595238095238,10090.028366466591,30.029846328769615,1857,5496.17,1559.0,4593.858366466591,2.0,1.0,2.0,1.0,6.0,0.1433333333333333,1.2966666666666666,18.685,6.0
C100629,Company_629,US,North America,0,Wholesale,10-Jan,2033.09,Starter,SMB_Inside,Outbound,2023-01-15,2023-04-16,0,0.25,6.4,1,0.0,0.0,366,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C100630,Company_630,Germany,Europe,1,Unknown,Nov-50,3794.95,Starter,SMB_Field,SelfServe,2024-02-27,2025-02-27,0,0.09,7.1,0,295.0,0.8779761904761905,336,99.0,0.2946428571428571,3973.345961028487,11.82543440782288,137,1779.29,158.0,2194.055961028487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C100631,Company_631,Canada,North America,0,Healthcare,10-Jan,1222.13,Starter,SMB_Inside,Outbound,2023-11-05,,1,0.05,8.2,0,360.0,0.9836065573770492,366,137.0,0.3743169398907104,4695.54019132164,12.829344785031804,174,2305.69,186.0,2389.85019132164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C100632,Company_632,Spain,Europe,1,Manufacturing,51-200,12633.19,Starter,MidMarket,Outbound,2024-02-23,2025-02-23,0,0.24,5.5,0,283.0,0.8422619047619048,336,96.0,0.2857142857142857,3782.2432483667703,11.256676334424911,118,1663.6,165.0,2118.6432483667704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C100633,Company_633,Australia,North America,0,Logistics,10-Jan,1961.57,Starter,SMB_Inside,Partner,2024-03-03,,1,0.25,5.1,0,302.0,0.825136612021858,366,126.0,0.3442622950819672,4248.36150881328,11.607545106047214,114,1587.48,188.0,2660.881508813281,1.0,1.0,0.0,0.0,2.0,0.19,2.2350000000000003,18.105,2.0
C100634,Company_634,Netherlands,Europe,1,Retail,Nov-50,4657.69,Growth,SMB_Inside,SelfServe,2023-08-28,2024-08-28,0,0.08,7.4,0,975.0,2.9017857142857144,336,357.0,1.0625,6785.883459439993,20.19608172452379,742,5066.3,233.0,1719.583459439993,1.0,1.0,0.0,2.0,4.0,-0.1925,1.205,10.0625,4.0
C100635,Company_635,Australia,North America,0,Hospitality,10-Jan,2559.92,Starter,SMB_Field,SelfServe,2023-01-27,2023-04-28,0,0.05,5.4,1,0.0,0.0,366,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.59,2.02,15.75,1.0
C100636,Company_636,France,Europe,1,Unknown,10-Jan,2305.23,Starter,SMB_Field,Outbound,2023-10-01,2024-10-01,0,0.36,10.0,0,239.0,0.7113095238095238,336,95.0,0.2827380952380952,3297.657355382983,9.814456414830309,174,2420.85,65.0,876.8073553829832,2.0,0.0,0.0,2.0,4.0,-0.2925,3.7875,11.22,4.0
C100637,Company_637,Australia,North America,0,Hospitality,Nov-50,6540.2,Growth,SMB_Inside,Outbound,2023-08-21,2024-08-21,0,0.2,5.3,0,907.0,2.478142076502732,366,348.0,0.9508196721311476,6444.971205425831,17.609210943786422,710,5087.48,197.0,1357.4912054258311,0.0,1.0,0.0,0.0,1.0,0.03,1.04,12.96,1.0
C100638,Company_638,Germany,Europe,1,Wholesale,Nov-50,9417.65,Enterprise,SMB_Field,Partner,2023-04-24,,1,0.36,5.2,0,3473.0,10.336309523809524,336,1260.0,3.75,9822.787349975351,29.234486160640927,1876,5261.03,1597.0,4561.757349975351,2.0,1.0,0.0,1.0,4.0,0.0649999999999999,1.87,19.15,2.0
C100639,Company_639,Netherlands,Europe,1,Ecommerce,Nov-50,8074.1,Enterprise,SMB_Inside,SelfServe,2024-03-17,2025-03-18,0,0.05,6.4,0,2693.0,8.014880952380953,336,960.0,2.857142857142857,7737.646406049217,23.028709541813143,1107,3138.73,1586.0,4598.916406049218,1.0,2.0,0.0,1.0,4.0,0.0375,0.66,9.465,4.0
C100640,Company_640,US,North America,0,Professional Services,Nov-50,5369.69,Starter,SMB_Inside,Inbound,2024-01-21,2024-07-22,0,0.15,3.2,0,197.0,0.5382513661202186,366,60.0,0.1639344262295081,2598.508146906217,7.099749035262888,179,2273.06,18.0,325.44814690621723,0.0,0.0,0.0,1.0,1.0,-0.19,3.9,6.76,0.0
C100641,Company_641,Spain,Europe,1,Unknown,Nov-50,4509.48,Growth,SMB_Field,SelfServe,2023-09-27,2024-09-27,0,0.23,9.4,0,963.0,2.8660714285714284,336,310.0,0.9226190476190476,6577.285735159631,19.57525516416557,691,4911.21,272.0,1666.0757351596314,1.0,0.0,2.0,1.0,4.0,-0.0424999999999999,7.3325,13.915,4.0
C100642,Company_642,Australia,North America,0,Manufacturing,201-1000,40652.1,Enterprise,Enterprise,Outbound,2024-03-02,2024-09-01,0,0.05,8.3,0,1761.0,4.811475409836065,366,679.0,1.855191256830601,5390.536458680423,14.728241690383667,1144,3494.06,617.0,1896.4764586804224,1.0,2.0,0.0,0.0,3.0,0.3899999999999999,1.5266666666666666,9.62,3.0
C100643,Company_643,Spain,Europe,1,Unknown,10-Jan,2373.17,Starter,SMB_Field,SelfServe,2023-02-09,2023-05-11,0,0.4,6.8,1,0.0,0.0,336,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.15,1.61,5.99,1.0
C100644,Company_644,Germany,Europe,1,Healthcare,51-200,15103.91,Growth,MidMarket,Inbound,2023-11-14,,1,0.1,7.2,0,1329.0,3.955357142857143,336,472.0,1.4047619047619049,9058.399220754369,26.95952149034038,712,4955.88,617.0,4102.519220754366,0.0,0.0,2.0,0.0,2.0,-0.435,3.165,5.195,2.0
C100645,Company_645,Australia,North America,0,Healthcare,Nov-50,6897.69,Starter,SMB_Inside,Partner,2023-09-07,2024-03-08,0,0.2,4.1,1,72.0,0.1967213114754098,366,27.0,0.0737704918032786,1046.09,2.8581693989071035,72,1046.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C100646,Company_646,France,Europe,1,Logistics,10-Jan,2297.39,Growth,SMB_Inside,SelfServe,2023-06-22,,1,0.28,5.7,0,1373.0,4.086309523809524,336,477.0,1.4196428571428572,9126.439059748673,27.162021011156764,766,5089.68,607.0,4036.759059748673,1.0,1.0,0.0,0.0,2.0,-0.025,3.98,9.845,2.0
C100647,Company_647,France,Europe,1,Wholesale,51-200,26761.88,Growth,MidMarket,Partner,2023-03-05,2023-09-04,0,0.09,8.2,1,0.0,0.0,336,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.33,4.4,7.76,1.0
C100648,Company_648,UK,Europe,1,Wholesale,Nov-50,6486.91,Growth,SMB_Inside,SelfServe,2023-01-20,2023-07-22,0,0.03,4.8,1,0.0,0.0,336,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,-0.21,0.73,3.065,2.0
C100649,Company_649,Spain,Europe,1,Unknown,10-Jan,2743.09,Growth,SMB_Field,Partner,2023-05-18,,1,0.03,4.9,0,1361.0,4.050595238095238,336,482.0,1.4345238095238095,9012.067787455217,26.821630319807188,749,4753.06,612.0,4259.007787455215,0.0,1.0,2.0,0.0,3.0,-0.1733333333333333,1.7933333333333332,5.963333333333334,3.0
C100650,Company_650,Spain,Europe,1,Logistics,10-Jan,1214.91,Starter,SMB_Inside,SelfServe,2023-04-16,,1,0.25,6.8,0,334.0,0.9940476190476192,336,113.0,0.3363095238095238,4672.232246969823,13.905453115981617,187,2478.22,147.0,2194.0122469698226,1.0,1.0,0.0,0.0,2.0,0.0099999999999999,2.83,6.32,2.0
C100651,Company_651,Netherlands,Europe,1,Professional Services,Nov-50,6617.15,Starter,SMB_Inside,Outbound,2023-12-22,2024-12-22,0,0.14,7.5,0,311.0,0.925595238095238,336,111.0,0.3303571428571428,4579.316981773803,13.628919588612508,164,2589.14,147.0,1990.1769817738027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C100652,Company_652,UK,Europe,1,Unknown,201-1000,129299.44,Growth,Enterprise,Partner,2024-02-03,2024-08-04,0,0.24,7.1,0,685.0,2.0386904761904763,336,244.0,0.7261904761904762,4778.610973964242,14.22205647013167,535,3799.07,150.0,979.5409739642412,1.0,0.0,0.0,0.0,1.0,0.52,3.98,8.04,1.0
C100653,Company_653,Netherlands,Europe,1,Healthcare,Nov-50,6620.05,Growth,SMB_Field,Inbound,2023-06-14,2024-06-14,0,0.42,4.4,1,671.0,1.9970238095238095,336,221.0,0.6577380952380952,4419.7699999999995,13.15407738095238,671,4419.7699999999995,0.0,0.0,0.0,1.0,1.0,1.0,3.0,-0.16,5.75,13.45,3.0
C100654,Company_654,Australia,North America,0,Manufacturing,51-200,35620.49,Growth,MidMarket,Inbound,2024-01-12,2024-07-13,0,0.27,5.5,0,703.0,1.9207650273224044,366,235.0,0.6420765027322405,4754.455959553668,12.990316829381609,661,4414.1,42.0,340.3559595536682,1.0,1.0,0.0,0.0,2.0,-0.155,3.22,18.94,2.0
C100655,Company_655,Spain,Europe,1,Professional Services,Nov-50,9555.96,Starter,SMB_Inside,Inbound,2023-09-08,2024-09-08,0,0.51,4.4,0,257.0,0.7648809523809523,336,97.0,0.2886904761904761,3427.290762797136,10.200270127372429,184,2503.23,73.0,924.0607627971358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C100656,Company_656,UK,Europe,1,Wholesale,201-1000,117478.83,Growth,Enterprise,Inbound,2023-11-12,2024-11-12,0,0.17,9.5,0,1136.0,3.380952380952381,336,409.0,1.2172619047619049,7782.894894131975,23.16337766110707,698,4931.56,438.0,2851.334894131975,1.0,1.0,0.0,0.0,2.0,-0.005,4.75,17.215,2.0
C100657,Company_657,Germany,Europe,1,Unknown,201-1000,138457.34,Growth,Enterprise,Outbound,2024-01-04,2025-01-04,0,0.24,6.5,0,1267.0,3.7708333333333335,336,415.0,1.2351190476190477,8835.391205580669,26.295807159466275,684,4904.82,583.0,3930.57120558067,1.0,0.0,2.0,0.0,3.0,0.0166666666666666,9.956666666666663,20.356666666666666,3.0
